text,label,label_raw,speaker,image_path
The Department of Government Efficiency “found a $6 million grant awarded to Whoopi Goldberg to ‘promote diversity on The View.’”,Fake,false,Facebook posts,news_images\news_15_16.jpg
Girl Scout cookies are “toxic” because a study showed they contain glyphosate and heavy metals.,Fake,barely-true,Social Media,news_images\news_15_17.jpg
Video shows “Stacey Abrams admits the $2 billion Joe Biden’s EPA gave her was used to buy votes of people in Georgia by purchasing them new appliances.”,Fake,false,Facebook posts,news_images\news_15_18.jpg
“Tariffs are a tax cut for the American people.”,Fake,false,Karoline Leavitt,news_images\news_15_19.jpg
“Eliminate school choice” is on Susan Crawford’s agenda.,Fake,false,Brad Schimel,news_images\news_15_20.jpg
“The number of full-time jobs (was) dropping almost the entire Biden administration.”,Fake,false,Rick Scott,news_images\news_15_21.jpg
"During President Joe Biden’s four years in office, “31% of U.S. job growth” came from public-sector jobs.",Fake,false,X posts,news_images\news_15_22.jpg
"""All armed services are having among the best recruiting results ever” because of Trump policies, and “it was just a few months ago where the results were exactly the opposite.”",Fake,barely-true,Donald Trump,news_images\news_15_23.jpg
Video shows President Donald Trump admitting he became president because of a “rigged” 2024 election.,Fake,false,Social Media,news_images\news_15_24.jpg
"""Nueva orden ejecutiva desde la Casa Blanca tiene identificado a más de 47,000 cubanos con residencia legal los cuales serán puestos en proceso de deportación por haber viajado a Cuba después de su aprobación de asilo político"".",Fake,false,Facebook posts,news_images\news_16_0.jpg
"Myrtle Beach, South Carolina, area fires were intentional to build a “smart city.”",Fake,false,Social Media,news_images\news_16_1.jpg
"A partir del 28 de febrero “para comprar en supermercados pedirán tu identificación, pero no es por seguridad, es para cazar inmigrantes ilegales”.",Fake,false,TikTok posts,news_images\news_16_2.jpg
"""Apple quietly removed International Women’s Day from their calendar app.”",Fake,false,Social Media,news_images\news_16_3.jpg
U.S. Agency for International Development subsidized CNN and MSNBC hosts’ salaries.,Fake,false,Laura Loomer,news_images\news_16_4.jpg
U.S. Rep. Nancy Pelosi’s vineyard received $14 million in U.S. Agency for International Development funds for “experimental farming.”,Fake,false,Social Media,news_images\news_16_5.jpg
Elon Musk’s Department of Government Efficiency is “polling very well. It’s very popular.”,Fake,barely-true,Larry Kudlow,news_images\news_16_6.jpg
The Trump administration identified $1.9 billion in federal dollars going to a “decarbonization of homes” group Stacey Abrams “headed up.”,Fake,false,Donald Trump,news_images\news_16_7.jpg
Elon Musk posted on X that billionaires are “tired of subsidizing” public services.,Fake,false,Social Media,news_images\news_16_8.jpg
"“After the referendum, Milwaukee Public Schools has a larger tax levy than the City of Milwaukee.”",Real,true,Cavalier Johnson,news_images\news_16_9.jpg
"“DOGE discovers Louisiana man with 34 different names, addresses, and Social Security numbers. He was collecting $1,168,646 in (Social Security) per year.”",Fake,false,Facebook posts,news_images\news_16_10.jpg
"Maine Gov. Janet Mills said, “If (President) Donald Trump stops federal funding to Maine, we the people of Maine will take out federal taxes from all paychecks and no taxes will be paid to the federal government.”",Fake,false,Social Media,news_images\news_16_11.jpg
"A measles outbreak in Gaines County, Texas, was caused by “a public health initiative” to “distribute free measles vaccines.”",Fake,false,Facebook posts,news_images\news_16_12.jpg
“90% of the (school) districts in Wisconsin already have a policy” banning cellphones during class time.,Real,true,Joel Kitchens,news_images\news_16_13.jpg
"Zero votes for 2024 Democratic presidential nominee Kamala Harris in Rockland County, New York, precinct proves Elon Musk hacked 2024 presidential election.",Fake,false,Social Media,news_images\news_16_14.jpg
"Former President Joe Biden “fired” 14,000 Keystone XL pipeline workers “​​on day one” of his administration.",Fake,barely-true,Facebook posts,news_images\news_16_15.jpg
"U.S. Secretary of Health and Human Services Robert F. Kennedy Jr. wrote on X, “In my first 6 months as HHS secretary … I’ll ban chemtrails.”",Fake,false,Viral image,news_images\news_16_16.jpg
“Breaking News: Rep. Ilhan Omar has been removed from the House Foreign Affairs Committee.”,Fake,false,Instagram posts,news_images\news_16_17.jpg
“La presidenta de México Claudia Sheinbaum PROHIBE la entrada al nuevo IPHONE de la empresa tecnológica.”,Fake,false,Facebook posts,news_images\news_16_18.jpg
Photos show Elon Musk in a fight during a science conference.,Fake,false,Facebook posts,news_images\news_16_19.jpg
“Stacey Abrams stole $2 BILLION from taxpayers.”,Fake,false,Facebook posts,news_images\news_16_20.jpg
"“I am not making this up: Republicans have introduced legislation … to increase your bank fees.""",Fake,barely-true,Pete Buttigieg,news_images\news_16_21.jpg
"It’s “official” that President Donald Trump is signing an “order from Elon Musk giving taxpayers who have filed their 2024 tax returns a stimulus check for $5,000.”",Fake,false,Facebook posts,news_images\news_16_22.jpg
“Noticia de Ultima Hora! Su Santidad el Papa Francisco ha fallecido” el 24 de febrero del 2025.,Fake,false,Facebook posts,news_images\news_16_23.jpg
“Malia Obama received $2.2 million in funds from USAID.”,Fake,false,Instagram posts,news_images\news_17_0.jpg
"Pope Francis died as of Feb. 23, 2025.",Fake,false,Facebook posts,news_images\news_17_1.jpg
Ukraine President Volodymyr Zelenskyy “blocked Truth Social in Ukraine.”,Fake,false,Social Media,news_images\news_17_2.jpg
Elon Musk posted on X he is planning to suspend Ukraine President Volodymyr Zelenskyy’s X account.,Fake,false,Threads posts,news_images\news_17_3.jpg
"""The Philadelphia Eagles have declined their invitation to the White House,” as of Feb. 24.",Fake,false,Social Media,news_images\news_17_4.jpg
“Delta plane that crashed in Toronto operated by Endeavor Air with all-female flight crew.”,Fake,false,Instagram posts,news_images\news_17_5.jpg
"Says Luigi Mangione posted on X, “He who saves his country does not violate any law.”",Fake,false,Viral image,news_images\news_17_6.jpg
El congresista Adriano Espaillat muestra “La nueva bandera que están promoviendo para República Dominicana que se va a llamar 'DominicoHaiti'”.,Fake,false,Facebook posts,news_images\news_17_7.jpg
“US Debt Clock” numbers prove “DOGE has saved taxpayers $64 billion dollars in just 17 days.”,Fake,false,Social Media,news_images\news_17_8.jpg
"Video shows White House Press Secretary Karoline Leavitt saying Americans can get $4,800 subsidy because Department of Government Efficiency cuts found “extra money.”",Fake,false,Facebook posts,news_images\news_17_9.jpg
"Says Barron Trump posted on X, “We’re on the brink of uncovering a dark legacy in this country that’s been hidden for far too long.”",Fake,false,Instagram posts,news_images\news_17_10.jpg
"Says Elon Musk said on X, “Spoiled crybabies across the country are protesting against America’s golden age. Brats like them should go to prison.”",Fake,false,Viral image,news_images\news_17_11.jpg
“The very LIBERAL 9th Circuit Court has ruled that 84 of Biden's last-minute pardons are unconstitutional.”,Fake,false,Facebook posts,news_images\news_17_12.jpg
Video shows Barron Trump singing on “America’s Got Talent.”,Fake,false,Facebook posts,news_images\news_17_13.jpg
“You either have XX or XY chromosomes. Those are the options.”,Fake,false,Nancy Mace,news_images\news_17_14.jpg
“Elon Musk just ordered all federal workers to be tested for drugs and those that fail have 30 days to retest clean or be fired.”,Fake,false,Threads posts,news_images\news_17_15.jpg
“Barack and Michelle Obama locked in bombshell divorce of the century.”,Fake,false,Facebook posts,news_images\news_17_16.jpg
“An ICE minivan was reportedly set on fire in Philadelphia.”,Fake,false,Social Media,news_images\news_17_17.jpg
"Mexican President Claudia Sheinbaum said, “I told President (Donald) Trump the best way to make rapists and criminals feel unwelcome in the U.S. is for their citizens to stop electing them.”",Fake,false,Facebook posts,news_images\news_17_18.jpg
Michael Jordan said that “any athlete who kneels for our national anthem should lose their medal.”,Fake,false,Facebook posts,news_images\news_17_19.jpg
Video shows X owner Elon Musk promoted a “bedtime trick” to cure diabetes.,Fake,false,Facebook posts,news_images\news_17_20.jpg
Wisconsin does not “require judges to automatically recuse just because they have done some kind of legal work in the past as a lawyer.”,Real,true,Susan Crawford,news_images\news_17_21.jpg
“The NFL admits to canceling Elon's DOGE Super Bowl ads.”,Fake,false,Threads posts,news_images\news_17_22.jpg
“DOGE subcommittee discovered $2.7 trillion in improper” Medicaid and Medicare payments to people overseas.,Fake,false,Social Media,news_images\news_17_23.jpg
"Rep. Nancy Pelosi has a $223,000 salary and a $202 million net worth. Sen. Mitch McConnell has a $200,000 salary and a $95 million net worth. Sen. Chuck Schumer has a $210,000 salary and a $75 million net worth. Sen. Elizabeth Warren has a $285,000 salary and a $67 million net worth.",Fake,barely-true,X posts,news_images\news_18_0.jpg
"The federal workforce grew from 2.1 to 3 million under President Joe Biden, “a 46% increase since Biden took office.”",Fake,false,X posts,news_images\news_18_1.jpg
“Elon Musk announced that he will not sell Tesla Cybertruck to anyone belonging to the ‘pride’ community.”,Fake,false,Facebook posts,news_images\news_18_2.jpg
"“Mel Gibson passes on $100 million Netflix deal to work with Robert De Niro, declares: ‘Keep that woke clown away from me.’”",Fake,false,Facebook posts,news_images\news_18_3.jpg
"Under the SAVE Act, “if you are a woman that has changed your name from your birth certificate, let’s say through marriage … you are no longer eligible to vote.”",Fake,barely-true,TikTok posts,news_images\news_18_4.jpg
“FEMA sent $59M LAST WEEK to luxury hotels in New York City to house illegal migrants… That money is meant for American disaster relief.”,Fake,false,Elon Musk,news_images\news_18_5.jpg
Former USAID Administrator Samantha Power’s net worth “skyrocketed” from $6.7 million to $30 million in three years.,Fake,false,Mario Nawfal,news_images\news_18_6.jpg
"President Donald Trump said he “‘didn’t have time’ to meet the families of the men, women and children who tragically died in the plane crash.”",Fake,false,Threads posts,news_images\news_18_7.jpg
Photo shows National Intelligence Director Tulsi Gabbard and President Donald Trump at her swearing-in.,Fake,false,Viral image,news_images\news_18_8.jpg
"The United States is “last in education out of 40 states … but we're number one in cost per pupil.""",Fake,false,Donald Trump,news_images\news_18_9.jpg
Elon Musk spent $40 million to buy five Super Bowl Commercial ads to promote DOGE.,Fake,false,Facebook posts,news_images\news_18_10.jpg
Coca-Cola “sells out its own workers to ICE.”,Fake,false,Instagram posts,news_images\news_18_11.jpg
Video shows a sinkhole opened in New York City in February 2025.,Fake,false,Instagram posts,news_images\news_18_12.jpg
Video shows celebrities wearing T-shirts with graphics of a middle finger and the word “Kanye.”,Fake,false,Viral image,news_images\news_18_13.jpg
"Says Kash Patel said, “FBI investigation uncovers 256 emails between Adam Schiff and Jeffrey Epstein.”",Fake,false,Instagram posts,news_images\news_18_14.jpg
Photo shows Mexican President Claudia Sheinbaum wearing a “Make America Mexicana Again” hat.,Fake,false,Viral image,news_images\news_18_15.jpg
"Says Mexican President Claudia Sheinbaum told President Donald Trump, “They will beg us to tear down this ugly wall.”",Fake,false,Facebook posts,news_images\news_18_16.jpg
"Bill Gates said, “Defunding USAID will bring about another mystery illness across the world.”",Fake,false,Social Media,news_images\news_18_17.jpg
Video shows President Donald Trump was “booed at the Super Bowl.”,Fake,false,Viral image,news_images\news_18_18.jpg
"Says U.S. Sen. Elizabeth Warren said, “There is nothing in the Constitution that says ordinary citizens have a right to see what we spend our tax dollars on.”",Fake,false,Instagram posts,news_images\news_18_19.jpg
Photo shows someone raising two middle fingers at President Donald Trump at the 2025 Super Bowl.,Fake,false,Viral image,news_images\news_18_20.jpg
President Donald Trump posted that “the Chiefs’ Super Bowl performance was a disaster” and “too focused on DEI nonsense.”,Fake,false,Threads posts,news_images\news_18_21.jpg
A ‘60 Minutes’ clip shows Kamala Harris lying while cameras roll. “,Fake,false,Instagram posts,news_images\news_18_22.jpg
Ring is “alerting people about (Immigration and Customs Enforcement) raids.”,Fake,false,Instagram posts,news_images\news_18_23.jpg
"As head football coach at Texas Tech University, “I recruited (Patrick Mahomes) ... I’ve got to be very good friends with him.”",Fake,false,Tommy Tuberville,news_images\news_18_24.jpg
"“Elon Musk officially cancelled USAID and fired all the staff. In his words, ‘we just toppled one of the biggest globalist terror organizations in history.’”",Fake,barely-true,Facebook posts,news_images\news_18_25.jpg
"CBS News and “60 Minutes” “replaced” former Vice President Kamala Harris’ interview answers “with completely different, and far better, answers, taken from another part of the interview.”",Fake,false,Donald Trump,news_images\news_19_0.jpg
The U.S. Army helicopter in the Jan. 29 plane collision was the same model of helicopter in the 2020 Kobe Bryant crash.,Fake,false,Instagram posts,news_images\news_19_1.jpg
“Breaking news: Taylor Swift officially banned from Super Bowl 2025.”,Fake,false,Facebook posts,news_images\news_19_2.jpg
“Elon Musk says Italians should stay in Italy and the Japanese in Japan.”,Fake,false,Threads posts,news_images\news_19_3.jpg
An image of a website error code shows the Trump administration “trolling” former Vice President Kamala Harris.,Fake,false,Viral image,news_images\news_19_4.jpg
Graphic shows that the U.S. Agency for International Development paid Chelsea Clinton $84 million.,Fake,false,Social Media,news_images\news_19_5.jpg
"""Empresa Coca-Cola le pide perdón a los inmigrantes y le envían un mensaje especial a todos los afectados"".",Fake,false,Facebook posts,news_images\news_19_6.jpg
Early reports of four survivors show “this DC plane crash story isn’t adding up.”,Fake,false,Facebook posts,news_images\news_19_7.jpg
"Says Elon Musk said, the Pentagon was spending $600 million a year on sushi.",Fake,false,Facebook posts,news_images\news_19_8.jpg
Video shows Robert Kennedy Jr. promoting a diabetes cure.,Fake,false,Facebook posts,news_images\news_19_9.jpg
Florida’s in-state college tuition waiver for immigrants in the country illegally costs the state $41 million.,Fake,barely-true,Randy Fine,news_images\news_19_10.jpg
Video shows Robert Kennedy Jr. promoting a diabetes cure.,Fake,false,Facebook posts,news_images\news_19_11.jpg
Video shows President Donald Trump saying Mexicans call him “peachy cool arrow.”,Fake,false,Instagram posts,news_images\news_19_12.jpg
“Al patinador artístico estadounidense Jon Maravilla se le negó el embarque en el vuelo de American Airlines (hacía Washington D.C.) que posteriormente colisionó con un helicóptero”.,Fake,false,Threads posts,news_images\news_19_13.jpg
Federal websites updated with a nine-star flag that represents the Confederacy.,Fake,false,Social Media,news_images\news_19_14.jpg
"From the U.S. Agency for International Development funding, “10 to 30 cents on the dollar is what actually goes to aid.”",Fake,false,Brian Mast,news_images\news_19_15.jpg
"Video shows a missile crashed in a Philadelphia neighborhood Jan. 31, not a jet.",Fake,false,Instagram posts,news_images\news_19_16.jpg
"“U.S. figure skater Jon Maravilla was reportedly prevented from boarding a doomed flight to Washington, D.C.”",Fake,false,Threads posts,news_images\news_19_17.jpg
"“El gobernador de California le ha dejado las cosas bien claras a Donald Trump que si llega a deportar a los inmigrantes que viven en California el estado independizara de Estados Unidos y se unirá con México"".",Fake,false,Instagram posts,news_images\news_19_18.jpg
"Mexico’s President Claudia Sheinbaum said, “I’m confused. I keep hearing everyone from America saying that my country is sending felons and (rapists) into their country. We thought that was encouraged … considering that’s what they chose to be their president.”",Fake,false,Instagram posts,news_images\news_19_19.jpg
"“The Trump administration is giving each and every adult in America $18,000.”",Fake,false,Instagram posts,news_images\news_19_20.jpg
Ukrainian President Volodymyr Zelenskyy “just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States.”,Fake,false,Facebook posts,news_images\news_19_21.jpg
“Melania wins $900 million ‘defamation lawsuit’ against The View & Sunny Hostin.”,Fake,false,Threads posts,news_images\news_19_22.jpg
"Says White House Press Secretary Karoline Leavitt said, “Jesus didn’t have electricity and he did just fine.”",Fake,false,Threads posts,news_images\news_19_23.jpg
Video shows “airplane crash with helicopter in Washington D.C.”,Fake,false,Facebook posts,news_images\news_19_24.jpg
CNN reported on the Potomac River plane and helicopter crash “hours before it happened.”,Fake,false,Instagram posts,news_images\news_19_25.jpg
“Elon Musk shocks the world by blocking Pride on X forever: ‘Children must come first.’”,Fake,false,Facebook posts,news_images\news_20_0.jpg
"The National Human Trafficking Hotline “in the last four years decided that they would no longer report tips to law enforcement, that they would take a more victim-centered approach.”",Fake,false,Ashley Moody,news_images\news_20_1.jpg
The Black Hawk helicopter involved in the American Airlines crash “was being controlled remotely.”,Fake,false,Threads posts,news_images\news_20_2.jpg
"Video shows a dam breaking Sept. 28, 2024, in North Carolina.",Fake,false,Viral image,news_images\news_20_3.jpg
"Photo shows “a dangerous serial killer” named Jaden Williams in Monroe, Louisiana.",Fake,false,Facebook posts,news_images\news_20_4.jpg
"“1,500 IRS agents have submitted letters of resignation after Trump announced he would put 90,000 superfluous IRS personnel on border patrol.”",Fake,false,Instagram posts,news_images\news_20_5.jpg
Photo shows Black Hawk helicopter pilot in fatal crash worked for years with President Joe Biden at the White House.,Fake,false,Instagram posts,news_images\news_20_6.jpg
"A Jan. 6, 2021, U.S. Capitol rioter pardoned by President Donald Trump was “killed when she used her 2A rights with a shotgun while being served for eviction.”",Fake,false,Threads posts,news_images\news_20_7.jpg
“A dangerous Hispanic couple” is “on the run after killing 3 female police officers.”,Fake,false,Facebook posts,news_images\news_20_8.jpg
Video shows “Donald Trump just announced that America will no longer give visas to Nigerians.”,Fake,false,Viral image,news_images\news_20_9.jpg
“Donald Trump is reportedly furious with Elon Musk for convincing him to push out the head of the FAA because Musk was mad SpaceX got fined last September by the FAA for license violations.”,Fake,false,Threads posts,news_images\news_20_10.jpg
Imagen muestra a oficiales de inmigración arrestando a un hombre vestido con una camisa de “Latinos for Trump 2024”.,Fake,false,Instagram posts,news_images\news_20_11.jpg
“I changed the Obama policy (on hiring air traffic controllers) ... And then Biden came in and he changed it.”,Fake,false,Donald Trump,news_images\news_20_12.jpg
“ICE just announced it is pausing the hotline where people can call to report undocumented immigrants because 90% of the calls are from people reporting Elon Musk.”,Fake,false,Threads posts,news_images\news_20_13.jpg
“The Episcopal Archdiocese of Washington has removed” Bishop Mariann Budde “from the National Cathedral.”,Fake,false,Threads posts,news_images\news_20_14.jpg
"Says Treasury Secretary Scott Bessent posted on X, “I’m committed to eliminating income taxes, replacing them with a fair consumption tax, and adopting gold-backed currency.”",Fake,false,Viral image,news_images\news_20_15.jpg
A video shows “people around the world” who are “protesting because Donald Trump is the president.”,Fake,false,Instagram posts,news_images\news_20_16.jpg
“Biden pardons are unconstitutional! 7th Circuit Court Judge Joseph Barron ruled that there is no provision to pardon someone who hasn’t been formally charged.”,Fake,false,Instagram posts,news_images\news_20_17.jpg
“Pfizer just released its list of side effects of its COVID-19 vaccine.”,Fake,false,Facebook posts,news_images\news_20_18.jpg
“The VIP on the Black Hawk helicopter that crashed was Barack Obama.”,Fake,false,X posts,news_images\news_20_19.jpg
Image shows immigration officers arresting someone wearing a “Latinos for Trump 2024” shirt in 2025.,Fake,false,Viral image,news_images\news_20_20.jpg
"Images show a “beautiful baby boy, estimated to be between 7 months to a year old … found dumped by the roadside” in January 2025.",Fake,false,Facebook posts,news_images\news_20_21.jpg
“DOGE and OMB also found that there was about to be $50 million taxpayer dollars that went out the door to fund condoms in Gaza.”,Fake,false,Karoline Leavitt,news_images\news_20_22.jpg
"“JD Vance is in North Carolina, and he’s found furnished apartments to put the people in that have been living in tents.”",Fake,false,TikTok posts,news_images\news_20_23.jpg
Reps. Alexandria Ocasio-Cortez and Jamie Raskin “have filed articles of impeachment against President Trump for pardoning the J6 prisoners.”,Fake,false,Threads posts,news_images\news_20_24.jpg
